Label,Text
PF_AG,"""Centre trying to divide us, this is the government's strategy,"" says farmer to NDTV's Saurabh Shukla at Singhu border

#farmersprotest https://t.co/PM0x8N5IgO"
PF_AG,Nihang Singh’s on their way to Delhi 🙏🏽 to support #FarmersProtest #HailHailFarmers #Kisaan https://t.co/UqXOvnX5vJ
PG_AF,"Divided by religion, United for cause!

Farmers they are, Let people not confuse!

Pictures of farmers doing pooja, ardaas and offering namaz at various borders in Delhi! 

#FarmersProtest 

📸: @priyanktripathi https://t.co/8kpKK4BIaw"
PF_AG,"It's business for you @narendramodi 
But it's life for us.

#SpeakUpForFarmers #BycottAdaniAmbani #FarmerProtest https://t.co/395q2KFEin"
PF_AG,"The fierce emotion I am witnessing in every Punjabi around the globe gives me goosebumps.

Punjabi Jagg Gaye Ne!! We are waking the farmers of all of India, with our spirit and our history is the reason Delhi shakes when we walk towards her.

#FarmerProtest https://t.co/NV0SgpwkDy"
NEUTRAL,"Breakfast scenes here at Singhu Border. 
#FarmersProtest https://t.co/3sHUPOfBE0"
NEUTRAL,"More farmers are joining from other states. 

After Punjab, Haryana and UP, now farmers from Rajasthan, Madhya Pradesh and Kerala are also joining in the protest.
#FarmersProtest"
PF_AG,"#SpeakUpForFarmers #BycottAdaniAmbani
#Tractor2Twitter 

This is who we are❤️ You keep trying to defame us but this is Guru Gobind Singh Ji’s panth and we wont stop ✊  @KanganaTeam  look you state sponsored terror gang leader #FarmerProtest #Standwithfarmerschallenge https://t.co/mFKKIbZfz0"
PF_AG,"Protest in Support of Farmers in Canada 

#FarmerProtest #IamWithFarmer https://t.co/3qAssVBiBS"
PG_AF,"Congress Leader @LambaAlka ji Slams @KanganaTeam for Claiming Shaheen Bagh's Dadi at Farmers Protest.

#KanganaRanaut #AlkaLamba #FarmerProtestHijacked #FarmersProtest #ShaheenBagh #FarmersAbovePolitics #FarmLaws https://t.co/p1humOvovv"
PF_AG,"Un(roll) and warm them up 

PC  My nephew Harkirat
#FarmersProtest https://t.co/X5ECsrIKg7"
NEUTRAL,"Bahadurgarh area has big number of women protestors and this area is not covered by media. All of media is concentrated at Singhu. 
Breakfast scenes at Bahadurgarh. #FarmersProtest https://t.co/kLOWUdWPHR"
PF_AG,"Abbotsford is farming hub of British Columbia, Canada.
Today farmers here supported #FarmerProtest in Delhi. @AbbyNews https://t.co/rR5AcPaXsI"
PROVOKING,"I need 73 comments and  73 RTs under this tweet.
#FarmersProtest  #HailHailFarmers"
PF_AG,Free Hit @ttindia ❤️👏 #FarmersProtest https://t.co/zD0STKiQFQ
PF_AG,"This is the first time farmers are asking for your support. 
#FarmersProtest #SpeakUpForFarmers"
PROVOKING,"Other people break the law when they get angry with a government, but when the FARMER would get angry, he would not only break the law, he would also break the back of government ~ Deenbandhu Sir Chotu Ram 
#SpeakUpForFarmers #FarmersProtest #FarmerFirst https://t.co/wsnrgbW3cK"
NEUTRAL,"The Chilla border on Noida-link road is closed for traffic due to farmers protests near Gautam Budh Dwar. People are advised to avoid Noida-link road for going to Noida and use NH-24 and DND instead for Noida: Delhi Traffic Police
#FarmerProtest https://t.co/wnAx3S9n7U"
PF_AG,"In what crime was #Shaheenbagh's grandmother arrested?
For participating in d #FarmersProtest 4 her rights?
It is shameful n condemnable to arrest an elderly woman, perhaps older than Modiji's mother, who has bn identified world wide as a symbol of courage of Indian women. https://t.co/Cb82alPzcH"
PG_AF,"Sewa continues at Delhi border. 

#Farmers #FarmerProtest #khalsaaid https://t.co/KpMOtGljx0"
NEUTRAL,"“This is a mass movement”: Haryana’s farmers boost protest, call Punjab farmers “big brothers”

@Prabhtalks and @mandeeppunia1 report: https://t.co/qj7VXHJVDU

#FarmersProtest https://t.co/Ls49aF83Sd"
PF_AG,"Inquilab Zindabad!

SFI in solidarity with the farmers and against disastrous farm bills!

At Tikri border

#ChaloDilli #FarmersProtest https://t.co/T0BJvcFL6e"
PROVOKING,"1 Retweet 1 comment FARMERS de lyi !! 

#HailHailFarmers #SpeakUpForFarmers #FarmersProtest"
PG_AF,"Do you know 
This idiot @JustinTrudeau  pays 18% ...less money in dollars terms to his own Canadian farmers .. compared to MSP paid to Indian farmers??
#FarmersProtest
#FarmersBill"
PF_AG,"Late Sushma Ji explaining benefits of local mandi whole seller (aadti), opposing reforms in agriculture sector. 

U turn specialist @narendramodi Ji, it is for you. 
#FarmersProtest https://t.co/Fmw2NTlLFr"
PF_AG,"Bhakats will be bhakats because their brains are filled with gobar 
#FarmersProtest
#tractor2twitter
#BycottAdaniAmbani https://t.co/R47tHBzbf9"
PF_AG,"dont turn the #farmersprotest into a khalistani issue. this endangers the people protesting while you’re sitting in your heated homes watching Naruto on Netflix. our words, as Sikh diaspora, have a direct impact on Sikhs in India today. please be thoughtful with your words."
PF_AG,"WTF!!
BJP party is wishing deaths of #Farmers is another exhibition of their true ideology.

BJP MP Ratan Lal says farmers could have died elsewhere but they came here...😡😡
#FarmersAbovePolitics 
#FarmersProtest https://t.co/zyjQ4MT8iT"
NEUTRAL,"Do you know that the concept of Khalistan was envisaged by Master Tara Singh of the Akali Dal, that was led by the then Maharaja of Patiala - the father of Captain Amarinder Singh, Chief Minister of Punjab today. Interesting coincidence? #FarmersProtest https://t.co/us0DlJpoHV"
PF_AG,"we must shift the terrain from a #Politics of grievance seeking solutions solely from #state institutions, towards an internal transformation aimed at cultivating our collective #power through our own #sovereign #institutions. #FarmerProtest #FarmersProtest #IStandWithFarmers https://t.co/IqFX5i1cLa"
NEUTRAL,Dutch Newspaper Journalists from Netherlands 🇳🇱 reached Delhi to cover #FarmersProtest #HailHailFarmers https://t.co/lbxsiz0GDO
PF_AG,"Protest in Germany 🇩🇪 
#FarmersProtest #WeStandwithFarmers 

 https://t.co/MgnjOwhaye"
PF_AG,"Sushma Swaraj @BJP4India kee thee na ? 
In Opposition they had all concerns for the #farmers !!! 
Or were the farmers just used as vote bank to come in power and then corner them and harass them like this 🤷🏾‍♀️
#SpeakUpForFarmers #FarmersProtest https://t.co/KKZlui8WNH"
NEUTRAL,"More than 300,000 farmers continue to block major highways, prohibiting entry into India's capital New Delhi. They're protesting 3 agrarian laws passed by the Parliament. Here's how Canadian politicians show their support: https://t.co/xSEIGF99lW

#FarmersProtest #FarmersBill https://t.co/jmMHh42akM"
PF_AG,"3 categories of bill supporters 
1. Motivated by political agenda - teach them a lesson
 2. Blind Bhagats - 0 knowledge of the bill, argue baselessly, and ignore those 
3. Paid BJP IT Cell - don't deserve your attention #FarmersProtest #HailHailFarmers"
PF_AG,"#किसान_एकता_जिंदाबाद
Support Farmers
#किसान_एकता_जिंदाबाद
#FarmersProtest 
#StandWithFarmerChallange

@PMOIndia @AmitShah @rajnathsingh @ndtv @aajtak @ZeeNews @1stIndiaNews @HansrajMeena https://t.co/Ayn8Scd8sK"
PROVOKING,"There STILL so called “trendy” Sikhs in the west who haven’t used their social media platforms to post about #FarmersProtest ! 

Are they afraid to upset their “trendy” followers  especially on Instagram?"
NEUTRAL,#FarmersProtest Rally outside the Food and Agriculture Organisation of the United Nations in Rome on 15 Jan 2021 from 14.30-16.30 @FAO @FCDOGovUK @UNHumanRights @unitednations @worldfarmersorg @NFUtweets https://t.co/Dr6r622elo
PF_AG,"Those who operate India Pvt Ltd, &amp; those who 24/7 engage in cheering this Pvt Ltd company n it’s actions, can only see the towers belonging to their corporate cronies &amp; not the 30000 farmers who are on the streets for more than a month!!🙄#FarmersProtest  https://t.co/W8swSTj7F2"
PF_AG,"Why We should support
 #किसान_आंदोलन 
#FarmersProtest https://t.co/FBXX31zvyg"
PF_AG,"“This is how our picnic begins”
#FarmersProtest https://t.co/qy3NtlmFCX"
NEUTRAL,"18 year old, Jashanpreet Singh, s/o Gurmail Singh from Bathinda has passed away at Farmers protest, Tikri Border. The cause of death is yet to be unknown .
#FarmersProtest https://t.co/pK5vaLo0wT"
PF_AG,"Farmers frm Gujarat
-Modi’s mentor Shanker Singh Vaghela is also against 3 farm laws
-Gujarat govt rules like a dictatorship not a democracy
-Police stopping farmers frm leaving Gujarat
-PM fasal beema yojna is as big a scam as Bofors #FarmersProtest 
#kisanokihatyaribhajpasarkar https://t.co/OxdZuKjfAr"
PF_AG,"38 days into the farmers protest. Several avoidable deaths. Government appears adamant. Power overrules people’s welfare!!! 
Heartless politicians!!
Government must act, and act fast 
#FarmersProtest"
PF_AG,"May ALLAH Protect All Farmers People
#FarmersProtest"
NEUTRAL,"Protesting farmers announced a parallel #RepublicDay parade to Delhi. 

Farmers from all over India to participate in this parade &amp; they've also invited citizens to join them. 

Jan 26 is going to be a farmers revolution day in India. 

#FarmersProtest https://t.co/nqmNHvYYR0"
NEUTRAL,Jashanpreet Singh (18yr Old) s/o Gurmail Singh has passed away at Tikri Border. He was from Bathinda and had arrived today. Cause of death is unknown yet. #FarmersProtest https://t.co/SG515vgN0X
NEUTRAL,#FarmersProtest | Modified jeep being used to transport langar food to protesting farmers. NDTV's Arun Singh reports https://t.co/4ZAPXoK8D2
NEUTRAL,"#Verified        #Breaking

👉Another death at #FarmersProtest

👉18 year old boy dies at Delhi's Tikri Border

👉He is from Bhatinda's Chauke

👉Farmer leaders tell me, 'he has died of heart attack'

👉But I'll update once I get more details https://t.co/gxGZ9t2xxt"
NEUTRAL,"Met with @_YogendraYadav at Shahjahanpur Border. 

""One of the strongest voice of Farmers."" #FarmersProtest https://t.co/EAZ9t6wAjx"
NEUTRAL,"Yet another death reported from the #farmersprotest , #TikriBorder

Jashanpreet Singh from Bhatinda died due to heart attack. He was just 18 years old 

#FarmersProtest #Day38 https://t.co/vFc7qKYjRo"
NEUTRAL,"Another farmer Sardar Kashmir Singh, committed Sucide on the Ghazipur border &amp; sacrificed his life for a Cause. He's a resident of Bilaspur area of Rmapur. Rich Tributes 
#FarmersProtest https://t.co/alzHj3u6io"
NEUTRAL,"Protesting farmers announced a parallel #RepublicDay parade to Delhi. 

Farmers from all over India to participate in this parade &amp; they've also invited citizens to join them. 

Jan 26 is going to be a farmers revolution day in India. 

#FarmersProtest https://t.co/R56fsDbMnH"
PF_AG,"Well said and articulated. Farmers are fighting for their way of life. 

#kisaanmajdoorektazindabad 
#nofarmersnofood 
#istandwithfarmers 
#farmersprotest https://t.co/HsQaOxDfpN"
NEUTRAL,Today Buddhist monks from UP ashram join #FarmersProtest at Ghazipur border. https://t.co/v8OvsLyPVg
PF_AG,"The angry farmer overturned d cow dung trolley at d BJP leader's door, who described d #FarmersProtest as a picnic.

Leader like #AndhBhakt got d valuable ration for free of cost.
#किसान_हमारा_अभिमान https://t.co/gShL559riS"
PF_AG,"38 days of #FarmersProtest.
57 deaths 💔😥"
PF_AG,"If you see anyone holding up placards at the traffic lights supporting the farmers, please please give them a thumbs up. They need that encouragement. They are one of us. They are the warriors! 

#FarmersProtest 
#Tractor2Twitter"
PF_AG,"Save farmers
#किसान_हत्यारा_मोदी
#FarmersProtest https://t.co/2SAz6z3I8V"
PF_AG,I am luving it #FarmersProtest https://t.co/srvpArgGS1
PF_AG,"The power of people is always stronger than people in power. ✊

#KisaanMajdoorEktaZindabad #FarmersProtest #JaiShreeKisan https://t.co/qOHE2TtEni"
PF_AG,"🌎 The world stands in solidarity with the peaceful farmers protesting in India. Their perseverance, their photos, voices &amp; stories have touched the hearts of many. The unconstitutional nature of the bills &amp; how they were passed have enraged people worldwide. ✊🏾 #FarmersProtest https://t.co/5Rh5nodeVt"
PF_AG,"🙏🏾 For the lives of our elders &amp;  loved ones who passed after peacefully standing up for their families, culture and livelihoods in winter. 💔 Selfless beings - standing up peacefully for their entire communities, states &amp; nation.🙏🏾 for everyone.  ♥️#farmersprotest https://t.co/obI9J3vnAX"
NEUTRAL,"APMC Mandi Arrivals for MP. 

Posted without comments. #FarmersProtest https://t.co/jHT3LbD36l"
PF_AG,"Only the Bhakts sitting in AC rooms and showing their nationalism from Social Media will support these anti-farmer #FarmLaws

#FarmersProtest
#FarmBills2020

Around 150 Madhya Pradesh Farmers Allegedly Cheated Of Rs 5 Crore Crop https://t.co/LPwvMdQdq0"
NEUTRAL,"As soon as it rained, our team rushed to the Noida (Chilla) Border and set up a tent city within 3hrs. Our waterproof and insulated tent cities are now available at all major borders across Delhi now
#hemkuntfoundation #kisaanmajdoorektazindabad #farmersprotest #farmer #godimedia https://t.co/E7hml1ew2p"
PF_AG,"There is a spirit that we only ever heard about but we are now seeing again through souls like Bibi Ji here. This is how powerful this moment is, an elder not worried about the conditions keeping the energy going. #Salute 
#KisaanMajdoorEktaZindabad 
#farmerprotest 
👊🏾🚜💚💛🇮🇳 https://t.co/TBMnvS6VJ3"
PF_AG,"Highly unfortunate that PM @narendramodi has become very arrogant &amp; is totally impervious to the suffering of farmers on the borders of Delhi. God deals with egoistic people in his own way.

#FarmersProtest @Akali_Dal_ 
#SriAkhandPathSahib #Ardas https://t.co/gst0qGrBsh"
PF_AG,"Seeing the harsh weather Real Punjabi Dhaba owner has opened his doors for protestors to take shelter,he said that they can stay there as long as they like.
Undoing Modi’s hate &amp; divisiveness, #FarmersProtest has brought out the best in people. #RepealThreeFarmActs https://t.co/e3yOEPN8RO"
PG_AF,"#FarmersProtest
#FarmersAppealTotalRepeal
Another Annadaata left us 🙏

Till now more than 45 farmers died, no media is covering and not a single tweet from Feku and his cabinet.. 

Shameless govt .. https://t.co/hB8Nook5zD"
NEUTRAL,"On a single tweet, trucks full of water bottles reached tikri border. 
This reflects two things: that most people have feelings attached to Protesting Farmers
Secondly, instead of toxicity social media can be used as a positive platform

Thank you Tweeter 😊
#FarmersProtest"
PF_AG,New year but same struggle for #FarmersProtest as another Kisaan sadly passed away on the roads of Delhi while the arrogant &amp; ignorant politicians celebrate NY in their homes! Baba Dayal Singh completes his Morcha &amp; life journey serving the True Panth! Guru Sahib Kirpa Karan 🙏🏽 https://t.co/IQIKvB8u2L
PF_AG,"Ex Army personnel have joined in #FarmersProtest. At Gazipur Border.

Hope Godi Medias will not called these people as Khalishani! https://t.co/iXx5QtxuEX"
NEUTRAL,Farmers Protest | Daily Bulletin | 2 January  | 4 PM   WHAT DO FARMERS’ ORGANISATIONS WANT?   Watch Jai Kisan Andolan's National Convenor @aviksahaindia on this Farmers Bulletin  #FarmersProtest | #FarmersBulletin https://t.co/hZIi0QjWq6
NEUTRAL,"Three dogs, Rauul, Arrvind, Yoggendra are keeping a watch on farmers that they don't leave the protest site. These dogs don't want any solution to end #FarmersProtest . https://t.co/m9r7mKz2Cg"
PF_AG,"Breaking: गाज़ीपुर बॉर्डर पर एक  किसान की मौत...

My heart aches after seeing all this in this 1.1 temp. but it is not known that this Modi govt doesn't have heart...🥲🥲

#FarmersLivesMatter #kisanandolan #FarmersProtest https://t.co/3ZCqLfwmr7"
PF_AG,"Khalsa Aid Kisan mall is a one stop shop free for all the basic needs of our farmer brothers and sisters. 

We are grateful for all the love and support.
#khalsaaidindia #farmersprotest #kisanmall #sewa https://t.co/aSGsDAubVN"
NEUTRAL,"“A dog may be man’s best friend…but the horse wrote history.”

Pic taken during Nagar Kirtan yesterday at #FarmersProtest https://t.co/iump2OazpL"
NEUTRAL,"CLAIMING THEIR SPACE !

Meet a few inspiring faces charting this revolution. Women own half the earth but perhaps most of the hearts in it.
#FarmersProtest @MooseJattana @iamjassisangha 

@Tehelka's Gurvinder Kaur reports 
https://t.co/oFFT0CfBLw https://t.co/565ZHhifiC"
NEUTRAL,"#Verified 

👉#FarmersProtest to scale up like never before

👉Jan 6- Rehearsal of Kisan R-Day parade

👉Lohri/Sankaranti-  Farmers to burn copies of Modi sarkar's 3 farm laws

👉Jan 18- Mahila Kisan Diwas, women farmers to take lead

👉Jan 26- Parallel Kisan Republic Day Parade"
PF_AG,"Its not suicide.
Its a pre planned murder, committed by hypocrite, arrogant, anti farmer BJP Govt.
When will they stop to play such inhuman activities??
#FarmersProtest
@HansrajMeena @kuljitnagra1 https://t.co/ZRGZ2tSkbg"
NEUTRAL,"#Verified           BIG  #BREAKING 

👉Farmers announce PARALLEL Republic Day Parade to Delhi

👉Farmers from ALL OVER INDIA to parade tractor to Delhi

👉Farmers invite citizens to join their R-day parade

#FarmersProtest"
NEUTRAL,"#JustIn Balbir Singh Rajewal - Until the government repeals the laws we will continue to protest. We were peaceful, we are peaceful and we will remain peaceful.

#FarmersProtest #Day38"
NEUTRAL,"Big Breaking ;

If Punjab govt. doesn't announce the fix rate on Purchase of sugar cane then there will be a tractor March towards assembly.
Farmer's unions announced today from #Singhu 
Hope @capt_amarinder
Will accept the demand of agitating farmers.

#FarmersProtest https://t.co/haeIGvqgzs"
NEUTRAL,"CALL TO PROTEST: 
Join us on the 3rd of January as we make our way from Jalandhar to the Kisaan Morcha Tikri Border.  

Details:

https://t.co/ea9xfCh29t

#FarmersProtest"
NEUTRAL,"3 time BJP MLA from Hoshiarpur Punjab, Tikshan Sood woke up to a not so pleasant smell and view in the morning.

Farmers brought in a trolley full of cow dung and dumped it on his house’s driveway.

#FarmersProtest #RepealThreeFarmActs https://t.co/UCe3tzZ2Je"
PF_AG,"This to all those who got soo worried about the “jio towers” but ignored the struggles of our farmers !
What a reply ! #RepealThreeFarmActs #FarmersProtest https://t.co/iIMpsrhkHB"
NEUTRAL,Rain starts at Singhu #FarmersProtest site. Cold-wave intensifies. Farmers are demanding #RepealThreeFarmActs https://t.co/MozLr5VtO3
NEUTRAL,"History is being written on the leafs of time. These national highway, The borders of Delhi, These locals will miss Farmers. Love, peace, Humanity is flourishing here. #FarmersProtest #RepealThreefarmact https://t.co/hkNws0VVkn"
NEUTRAL,"JUST IN: Another farmer committed Sucide on Ghazipur border 
#FarmersProtest https://t.co/IreFQlAwYL"
PF_AG,"2021 put this Woman in power real fast ! Period !
I’d love to see her in a debate with big leaders and Godi media ! #FarmersProtest #RepealThreeFarmActs https://t.co/g1dBUqrnZh"
PF_AG,"The Arrogance and mistake of ignoring #FarmersProtest has started to hurt ruling alliance electorally. Urban population is also with Farmers.

The pressure of #KisanProtest is  continuously building and will further solidify. https://t.co/a8swtvXKZQ"
PF_AG,A protest rally by Indian students in #Montreal  #Canada  in support of  #Farmers of #India  #FarmersProtest  #FarmLaws https://t.co/s8gdihATfo
PF_AG,Faces of STRENGTH &amp; DETERMINATION! #FarmersProtest (courtesy: @IndianExpress) https://t.co/d4OkzRV0yl
PF_AG,"No words 😶 

Picture explain everything 

Save Farmers | Save Nation

 #RepealThreeFarmActs
#FarmersProtest 

Follow👉 @muzaffr_hussain 🙏 https://t.co/xCgnVpXsSZ"
PF_AG,"Date of birth    ~ Fake
Academic        ~ Fake
Martial Status ~ Fake
Chest Size       ~ Fake
Competence   ~ Fake
Promises        ~ Fake
Vision              ~ Fake
Who IS THIS GUY ?.. 🤔
#FarmersProtest"
PF_AG,"RT to SUPPORT the #FarmersProtest

#RepealThreeFarmActs https://t.co/op0odc9xuQ"
NEUTRAL,"This #FarmersProtest is a True Representation of the very Spirit of India ❣️ 
*Retired Fauji Father is doing Sewa by Sweeping the Floor 
/ while / 
Son is at the Border 
*Husband is at the Border 
/ while / 
Wife is Cooking for #Farmers at Singhu Border 
https://t.co/VidM12yAvQ"
NEUTRAL,"#FarmersProtest enters day 38 on borders of Delhi &amp; day 101 in Pb. 

1. Academics from over 850 educational institutions of country have signed an open letter in support of agitating farmers. 

2. The borders to Delhi remain closed on 38th day."
NEUTRAL,"Bhakats saw pizzas &amp; other food items being served in the Langar but ignored farmers sleeping on roads in this cold winter,started calling them anti-nationals but couldn’t see their sons that are on duty at the country’s borders. 
#FarmersProtest 
#RepealThreeFarmActs"
PF_AG,"One more farmer Galtan Singh from Baghpat, who was protesting against #FarmLaws lost his life. 55 farmers have lost their life since the #FarmerProtest started &amp; the sad part is that Center is still not talking about the primary demands of repealing #FarmLaws, &amp; MSP guarantee act"
PF_AG,"As per new farm bills, govt says farmers will be able to sell their products in open markets but that's true even now. APMC won't be disintegrated. What's new? 

Unless government guarantees farmers that crops will be bought on MSP, farmers agitation wont stop
#FarmersProtest https://t.co/TXDavQVAhe"
NEUTRAL,"866 academics sign open letter to back farm laws

Read more: https://t.co/DXh34729ye

#FarmLaws #OpenLetter #FarmersProtest #Farmers #ITCard | @PoulomiMSaha https://t.co/FU3L9bpAZ7"
PG_AF,"The arrogance of Union Minister Piyush Goyal kind of threatening the farmers saying ""Sab ki list hain. Muu mat khulwao"". What does that suppose to mean. #FarmersProtest #FarmLaws2020 https://t.co/xNTiiliHDl"
PF_AG,"Khalistani Sponsored Farmers’ Protests Links With Diljit Dosanjh’s Web Of Shell Companies
#FarmersProtests #FarmersProtest 
https://t.co/l6do5LSNAa"
PF_AG,"I used to send these gohana wali big size jalebis to someone ;))

#FarmersProtest #TikriBorder https://t.co/QLttK4vApc"
NEUTRAL,"We are calling on the Democratic Party of California to pass a resolution supporting the #FarmersProtest in Delhi. Follow the link below, request your ballot, and mail it in. Time is of the essence! https://t.co/jSxIC5W9ZM"
PF_AG,"“Strong people alone know how to organize their suffering so as to bear only the most necessary pain.”⁣
Emil Dorian, ⁣
⁣
I am so humbled by the strength, resilience &amp; passion of our farmers ! These are the true people of the earth ! ⁣
⁣
#FarmerProtest #Strength #resilience https://t.co/EyX5jFiQ0u"
PF_AG,"How does caste play a role in the #farmersprotest? You might have seen the news of thousands of farmers marching to protest the anti-farmer bills, right as one of the largest worker’s strikes in history took place in India. https://t.co/Uv1cN9E5c0"
PF_AG,those are my brown munde 🤩💪🏼#KisaanMajdoorEktaZindabad #SaveOurFarmers #FarmersProtest #boycottkanganaranaut https://t.co/H5mmbivaZn
PF_AG,🔥 via what’s app of course! #FarmersIssue #FarmersProtest https://t.co/7zAHd7EOhD
PF_AG,"It is a real blessing to come from a bloodline such as this. I pray we &amp; future generations can carry this level of strength ❤️

#FarmersProtest #Tractor2Twitter 
#KisaanMajdoorEktaZindabad https://t.co/s7OWYST0DT"
PROVOKING,"Dear Delhiites,
When Farmers aren't being allowed to enter Delhi to protest, why don't you start the protest in their support inside Delhi?!?!
#DiljitDosanjh #standwithfarmerschallenge
#FarmersProtest #FarmLaws2020 #FarmersIssue #FarmersProtestDelhi2020 #FarmersProtests"
NEUTRAL,"This is a @diljitdosanjh &amp; @jazzyb appreciation tweet. Showing how a  celebrity or star can create meaningful change and be leaders 🙏🏽
#FarmersProtest"
PF_AG,"The land which belongs to the government must be distributed to Dalits. You want to create equality in the society, you have to distribute the land otherwise inequality in the society will continue to rise and Dalits will continue to suffer. #FarmersProtest"
PF_AG,"The government deliberately keep auction price high so that Dalits don't bid and if Dalits come together, join hands and decide to put fight they face social boycott. It's not a story of Punjab alone but Dalits in other states face the same issue. #FarmersProtest"
PF_AG,"Total cultivable land in Punjab with panchayats - 168910 acres
The Dalit population of Punjab - 32%
Land reserved for Dalits - 33%, around 56300 acres
BUT
In reality, less than 4300 acres are given to Dalits, i.e. around 2.5%! #FarmersProtest"
NEUTRAL,"Mamma Ji is at Singhu border with a large group of Nihang Singhs; many on horseback. Said another group of Nihangs were on their way. “Why you worrying for? We’re having the time of our lives, in chardi kalla, we’re TOGETHER”. Their spirit, their energy is insane. #FarmersProtest"
PF_AG,"How strange that GoI doesn't understand this!

#FarmersProtest 
#AntiFarmerActs https://t.co/isGbQKhuF4"
PF_AG,"India’s working class enraged, fights new anti-farmer laws #FarmersProtest https://t.co/BFYpJPn9Qz"
PF_AG,"#FarmersProtest | Here’s singer Rabbi Shergill’s tribute to farmers, listen in https://t.co/XDfhMDBOcm"
NEUTRAL,"December 5 Bharat Bandh Trends on Twitter After Tribal Army Calls For Nationwide Strike in Support of Farmers' Protest
#TribalArmy #December5BharatBandh #BharatBandh #TribalArmy #FarmLaws #FarmersProtest #5दिसंबर_भारत_बंद
@HansrajMeena @TribalArmy 
https://t.co/OoVVbNQyMS"
PF_AG,"#FarmersProtest going on in #India
but media &amp; activists are only talking about the #DelhiChalo
While
10,000 #farmers have been sitting on the roads for the last 1 week #Chhattisgarh
but media/activist isn't willing to speak on it #farmerprotest https://t.co/96Oi4EHBUg"
PF_AG,"#FarmersProtest | ""Back Off From Rigid Stand, Listen To Farmers"": Harsimrat Kaur To Centre https://t.co/FmYCYXFn6A https://t.co/TB2c0ShwJ1"
PF_AG,"This #FarmersProtest is not just about the 3bills. I've a feeling, this is the beginning of a mass uprising of the working masses who've been cheated, bamboozled, communally divided &amp; betrayed for a very long time. They're not going to rest till the neo-liberal system is trashed."
PROVOKING,"Punjabi singers &amp; Artists mein Unity dekh rhe ho unlike Bollywood full of Jealousy? 

Have you seen even one Punjabi Celeb countering Diljit &amp; Propagating Gov agenda for chaplusi? Bollywood hota to 1 Pro Ppl ke sahmne 4 new pro-Modi khade ho jate !

#DiljitDosanjh #FarmersProtest"
NEUTRAL,"Rajinder Singh Deep Singh Wala, the Vice President of Kirti Kisan Union explains the reason behind farmers' protest. 

 #Farmersprotest #KisanUnion #Punjab #Farmers https://t.co/pn4CY8uqrb"
PF_AG,"#TrendingTonight | “We are not a country like USA which took to farming, we are farming community which took to building a country”: Rabbi Shergill, Singer

#FarmersProtest https://t.co/8bXc8lArxE"
PF_AG,"#TrendingTonight | ""The government was in a hurry to pass the law and now the farmers' stance has hardened. I don't think the farmers want to bargain"": Naresh Gujral, Rajya Sabha MP  

#FarmersProtest https://t.co/QJRjV7Bzz6"
PF_AG,"The genesis of Khalistan movement were #FarmersProtest which erupted after the Indian govt introduced sections 78, 79 and 80 in the Punjab Reorganization Act, 1966 against the unalienable constitutional rights of Punjab over it's rivers. Punjab is the only state whose...

[1]"
PF_AG,"I support #FarmerProtest

#कंगना_को_दिलजीत_पेल_रहा_है 
#कंगना_चुपचाप_माफी_माँग https://t.co/KNwuT0ipRc"
PROVOKING,"#FarmersProtest is not a #Sikh Issue ...please Understand &amp; Tweet accordingly 👿 !! 

Those ... who are trying to make it a #Sikh Vs.  #India or #Sikh Vs. #Hindu issue are having Dangerous Intentions.... please Don’t Play in hands of these #EnemiesOfIndia 🤔"
PF_AG,"San Francisco protest for farmers 

No farmers no food!

San Francisco should raise  voice for farmers against BJP farm laws.

#FarmersBill2020 
#FarmersProtest 
#5दिसंबर_भारत_बंद

@sushant_says @HansrajMeena @IamOnir @IncKinju @Dr_Uditraj @diljitdosanjh @PunjabKisanUnio https://t.co/CSdORMfhZb"
PF_AG,"Nagara baba is my favourite 
.
#FarmersProtestDelhi2020 #Tractor2Twitter #FarmersProtest https://t.co/fyaumFb4ex"
NEUTRAL,Dozens of Nihangs (Sikh Warriors) dressed in blue robes and holding traditional weapons have marched from Punjab to join farmers’ protest on Delhi border. Many of them are farmers. #FarmersProtest https://t.co/xckF0O2xlS
PF_AG,"2 #FarmersProtest going on in #India
but media &amp; activists are only talking about the #DelhiChalo
While
10,000 #farmers have been sitting on the roads for the last 1 week #Chhattisgarh
but media/activist isn't willing to speak on it #farmer #किसान 
@diljitdosanjh @KanganaTeam https://t.co/c6sZ3P0UOH"
PF_AG,"People asking what can they do to support the farmers ?  

Let’s unite for the Farmers ✊🏽

Let’s push out more hashtags! @balsandhu 

#ਧਰਮਸਾਨੂੰਨਹੀਂਵੰਡਦਾ

#FarmersProtestDelhi2020 #FarmerProtest 
#farmersprotestchallenge #farmersbill2020 #Farmers https://t.co/jmuEWnP6WC"
PF_AG,"No farmers no food!
I support this #5दिसंबर_भारत_बंद
Everyone should raise their voice for farmers against BJP farm laws.
If you agree then retweet
#FarmersBill2020 
#FarmersProtest 
#Modiagaintsfarmer 
#किसान_विरोधी_मीडिया 
#isupportfarmers https://t.co/ASh06cRYxM"
PG_AF,"It seems that farmer leaders who are talking to the govt, after meeting some r speaking the same thing as Congress leaders.
 It's clear that these Congress-sponsored leaders have more problems with Modi than the provisions of Farmbill2020.
#FarmerProtest 
#FarmersProtestDelhi2020 https://t.co/TiwdDsvEqr"
